0	151.064926
1	154.382431
2	128.246384
3	159.660080
4	175.312637
5	141.454178
6	162.463791
7	142.971024
8	147.813477
9	159.902420
10	160.573410
11	163.707413
12	157.846497
13	151.431915
14	157.439713
15	153.710495
16	158.266800
17	149.280365
18	163.002182
19	172.285889
20	158.997238
21	169.080902
22	164.003464
23	172.663940
24	162.894653
25	163.982422
26	164.645203
27	166.485031
28	171.300262
29	162.428741
30	164.800980
31	148.065140
32	168.065063
33	163.454025
34	169.787857
35	167.517517
36	128.317154
37	165.193192
38	162.547958
39	150.128754
40	170.809174
41	164.088837
42	147.540710
43	159.496399
44	167.638062
45	169.923523
46	156.034027
47	159.132751
48	162.753418
49	163.076035
50	149.203629
51	158.818573
52	155.598053
53	172.765289
54	172.435684
55	156.863007
56	136.298584
57	158.109741
58	144.531296
59	174.990677
60	134.606277
61	143.869217
62	161.062012
63	157.735535
64	136.003479
65	140.220505
66	151.209747
67	158.347549
68	160.376022
69	173.098709
70	161.804764
71	167.175125
72	160.395004
73	168.352951
74	172.339874
75	152.207977
76	154.128967
77	160.570251
78	167.503922
79	163.489822
80	163.586456
81	175.136932
82	170.363678
83	160.632156
84	174.200256
85	163.566681
86	161.226028
87	140.863174
88	155.496658
89	156.716705
90	157.353973
91	150.875946
92	160.532013
93	161.934845
94	156.932114
95	158.567368
96	146.009048
97	162.412384
98	168.516083
99	155.052719
100	157.537186
101	166.876724
102	157.868881
103	170.943146
104	174.311676
105	153.467834
106	156.440445
107	170.905807
108	132.131500
109	152.116226
110	168.443176
111	148.951691
112	148.296860
113	166.795258
114	154.788361
115	157.530441
116	153.814285
117	139.628632
118	140.746719
119	178.474640
120	164.695969
121	166.938873
122	171.101547
123	150.302505
124	161.436096
125	165.680023
126	166.955490
127	159.167389
128	160.582809
129	137.724869
130	176.327545
131	138.673141
132	140.753357
133	144.963577
134	150.991501
135	137.407227
136	125.401741
137	171.535080
138	166.945801
139	169.289429
140	160.358459
141	145.819565
142	164.150391
143	140.288635
144	163.136932
145	156.280212
146	165.281677
147	168.870010
148	171.478958
149	151.286285
150	150.322510
151	161.557068
152	161.487518
153	147.401367
154	142.308777
155	161.692551
156	159.819077
157	154.670959
158	147.678925
159	171.258163
160	164.642334
161	143.689957
162	157.356186
163	165.888901
164	175.007828
165	157.061523
166	156.384659
167	149.340378
168	161.282013
169	145.805817
170	168.495941
171	169.046494
172	137.744156
173	164.028030
174	149.933197
175	135.370453
176	166.516571
177	157.077042
178	166.004929
179	161.996277
180	153.841064
181	160.718323
182	157.595840
183	143.670181
184	155.986115
185	159.428360
186	155.484360
187	158.813095
188	171.785645
189	137.031845
190	172.160522
191	152.693130
192	147.186783
193	162.499924
194	166.780594
195	166.803986
196	162.865189
197	156.438705
198	137.696869
199	140.768005
200	154.470734
201	139.041275
202	144.386185
203	177.896347
204	165.460617
205	161.119217
206	158.982178
207	151.642883
208	158.412781
209	151.361572
210	158.596603
211	167.241028
212	148.800659
213	141.065094
214	141.954712
215	140.263443
216	140.522934
217	168.786514
218	176.586761
219	168.623047
220	163.894775
221	144.819214
222	138.087616
223	145.419922
224	168.841064
225	150.439560
226	172.168060
227	163.027359
228	150.373032
229	152.264175
230	157.306519
231	165.932205
232	152.053528
233	163.576721
234	165.072250
235	135.977646
236	171.750351
237	164.775650
238	146.622696
239	159.267990
240	169.544281
241	166.801041
242	154.641144
243	164.897827
244	138.167450
245	131.402237
246	147.322723
247	170.535294
248	147.226990
249	148.929810
250	153.029510
251	145.688965
252	134.768936
253	147.719742
254	147.451996
255	139.779068
256	137.231491
257	170.952454
258	157.606720
259	159.481400
260	158.804504
261	159.097504
262	176.860458
263	156.236282
264	153.838287
265	152.827957
266	161.778488
267	152.152084
268	150.184937
269	155.407593
270	141.080322
271	161.499542
272	159.737457
273	150.883286
274	152.887619
275	156.877197
276	154.673798
277	159.067078
278	149.111435
279	161.609482
280	147.228790
281	122.720581
282	155.356613
283	174.287872
284	155.539185
285	152.858398
286	144.349350
287	165.145889
288	175.700836
289	165.942093
290	178.205078
291	155.310104
292	149.080704
293	163.227875
294	149.650253
295	145.214310
296	167.199844
297	159.442368
298	163.697220
299	133.815521
300	161.972046
301	156.450516
302	156.076752
303	161.447998
304	152.731354
305	141.655685
306	153.082001
307	161.959351
308	151.062027
309	141.366974
310	155.578018
311	158.162460
312	156.246414
313	171.581406
314	137.002838
315	159.052505
316	146.116928
317	151.010010
318	155.667389
319	167.302475
320	160.143799
321	171.678604
322	166.445282
323	177.916458
324	163.271683
325	160.317261
326	156.035889
327	156.469162
328	161.600754
329	167.409195
330	159.332352
331	155.085266
332	138.240906
333	139.345535
334	151.802567
335	166.174347
336	156.661346
337	159.910522
338	155.575653
339	157.684311
340	155.711060
341	164.967163
342	147.500290
343	146.905655
344	158.038620
345	169.142166
346	172.925766
347	145.421844
348	156.303833
349	143.317383
350	169.230453
351	164.740250
352	167.627762
353	151.124039
354	162.208572
355	165.523346
356	154.470642
357	157.238922
358	165.250229
359	166.239731
360	156.920105
361	167.941986
362	164.978882
363	148.388489
364	159.178040
365	175.588440
366	161.271698
367	149.808578
368	152.585144
369	158.225967
370	164.993271
371	151.419693
372	155.432678
373	139.376556
374	165.506454
375	137.592926
376	160.077087
377	140.033859
378	156.217194
379	159.459671
380	158.696976
381	150.409241
382	154.481445
383	170.001923
384	171.615433
385	166.813583
386	153.401245
387	154.609039
388	160.200623
389	145.133820
390	138.226746
391	175.668427
392	136.159164
393	159.593781
394	161.446594
395	152.674057
396	155.377945
397	152.400650
398	156.456238
399	155.229858
400	143.997498
401	165.554337
402	141.298828
403	159.189819
404	146.893600
405	168.372391
406	161.356873
407	150.263000
408	176.207230
409	155.441635
410	178.500198
411	128.685593
412	158.661224
413	154.656448
414	158.165619
415	160.992691
416	149.664291
417	171.201431
418	164.879807
419	149.902863
420	159.949814
421	172.269623
422	172.340912
423	147.868225
424	163.754257
425	159.092834
426	164.993881
427	151.702393
428	169.815643
429	157.602493
430	152.990616
431	143.317749
432	148.501511
433	157.502914
434	166.465881
435	160.848709
436	142.717178
437	172.311996
438	136.529327
439	155.556595
440	161.063812
441	172.138947
442	156.368088
443	159.374466
444	163.538712
445	171.132172
446	160.030014
447	142.319366
448	157.363556
449	164.615616
450	158.799683
451	157.437576
452	141.745605
453	156.059174
454	146.607361
455	161.693039
456	142.803192
457	135.561325
458	146.429688
459	155.104050
460	142.935516
461	160.459595
462	148.069550
463	150.056915
464	148.502426
465	164.196564
466	161.400589
467	168.316025
468	160.273010
469	159.469559
470	158.575668
471	153.864471
472	140.348267
473	163.681946
474	166.536057
475	140.355606
476	154.692368
477	164.937897
478	161.407379
479	165.734161
480	170.101105
481	155.973740
482	138.827744
483	162.245804
484	161.719193
485	158.773407
486	140.945038
487	144.800919
488	130.340088
489	157.468475
490	146.774979
491	157.941483
492	161.767960
493	174.995499
494	154.043365
495	162.698746
496	169.413773
497	151.260254
498	154.982269
499	156.162277
500	148.393158
501	161.270432
502	145.921036
503	160.770782
504	130.814468
505	160.597107
506	146.152771
507	149.232513
508	154.951874
509	165.268417
510	169.585159
511	143.982620
512	144.740799
513	143.449875
514	164.299667
515	157.354141
516	156.959839
517	153.141678
518	155.145554
519	164.684464
520	163.417465
521	148.009369
522	138.788406
523	167.984146
524	157.422440
525	174.713562
526	146.488174
527	154.672318
528	160.867538
529	151.415451
530	141.635803
531	172.578949
532	160.210022
533	141.010742
534	173.128067
535	158.888779
536	157.306900
537	169.894958
538	155.078293
539	149.474899
540	136.351395
541	143.422714
542	179.401718
543	150.200531
544	136.557007
545	172.690063
546	149.627991
547	159.820190
548	156.068253
549	161.493637
550	134.117340
551	157.640213
552	133.575867
553	154.420471
554	164.938461
555	169.340454
556	147.161804
557	144.692078
558	162.410965
559	156.352188
560	159.129150
561	172.061859
562	157.807129
563	150.279770
564	156.096588
565	159.414246
566	150.362625
567	170.605438
568	171.179916
569	154.413223
570	147.333893
